02-03-2020,0,0,0,0,0,0
03-03-2020,0,0,0,0,0,0
04-03-2020,0,0,0,0,0,0
05-03-2020,0,0,0,0,0,0
06-03-2020,0,0,0,0,0,0
07-03-2020,0,0,0,0,0,0
08-03-2020,0,0,0,0,0,0
09-03-2020,0,0,0,0,0,0
10-03-2020,1,1,1,1,0,0
11-03-2020,0,1,1,1,0,0
12-03-2020,0,1,1,1,0,0
13-03-2020,0,1,1,1,0,0
14-03-2020,1,2,0,1,0,0
15-03-2020,0,2,0,1,0,0
16-03-2020,0,2,0,1,0,0
17-03-2020,0,2,0,1,0,0
18-03-2020,0,2,0,1,0,0
19-03-2020,2,4,0,1,0,0
20-03-2020,2,6,0,1,0,0
21-03-2020,0,6,0,1,0,0
22-03-2020,0,6,0,1,0,0
23-03-2020,0,6,0,1,0,0
24-03-2020,0,6,0,1,0,0
25-03-2020,0,6,0,1,0,0
26-03-2020,1,7,0,1,0,0
27-03-2020,1,8,0,1,0,0
28-03-2020,0,8,0,1,0,0
29-03-2020,0,8,0,1,0,0
30-03-2020,10,18,0,1,0,0
31-03-2020,1,19,0,1,0,0
01-04-2020,13,32,0,1,0,0
02-04-2020,7,39,0,1,0,0
03-04-2020,14,53,0,1,0,0
04-04-2020,0,53,0,1,0,0
05-04-2020,39,92,0,1,0,0
06-04-2020,8,100,0,1,0,0
07-04-2020,6,106,0,1,0,0
08-04-2020,23,129,0,1,0,0
09-04-2020,39,168,0,1,0,0
10-04-2020,15,183,0,1,0,0
